品名,型号,边长1,边长2,壁厚/mm,长度/mm,支重/kg,支/件,材质,执行标准,品牌/厂家,提货地,价格/元/吨,备注（可随意改动）,库存,供应商/联系方式（后台可见，每日更新价格时可选最低价供应商）,供货价/元,差价/元
黑方矩管,40*120,40,120,1.1,6000,16.07,,,,,,,,,,,
黑方矩管,40*120,40,120,1.2,6000,17.57,,,,,,,,,,,
黑方矩管,40*120,40,120,1.3,6000,19.06,,,,,,,,,,,
黑方矩管,40*120,40,120,1.4,6000,20.56,,,,,,,,,,,
黑方矩管,40*120,40,120,1.5,6000,22.05,,,,,,,,,,,
黑方矩管,40*120,40,120,1.6,6000,23.54,,,,,,,,,,,
黑方矩管,40*120,40,120,1.7,6000,25.04,,,,,,,,,,,
黑方矩管,40*120,40,120,1.8,6000,26.53,,,,,,,,,,,
黑方矩管,40*120,40,120,1.9,6000,28.02,,,,,,,,,,,
黑方矩管,40*120,40,120,2,6000,29.51,,,,,,,,,,,
黑方矩管,40*120,40,120,2.5,6000,36.94,,,,,,,,,,,
黑方矩管,40*120,40,120,2.75,6000,40.64,,,,,,,,,,,
黑方矩管,40*120,40,120,3,6000,44.34,,,,,,,,,,,
黑方矩管,40*120,40,120,3.5,6000,51.73,,,,,,,,,,,
黑方矩管,40*120,40,120,3.75,6000,55.41,,,,,,,,,,,
黑方矩管,40*120,40,120,4,6000,59.09,,,,,,,,,,,
黑方矩管,40*120,40,120,4.5,6000,66.42,,,,,,,,,,,
黑方矩管,40*120,40,120,4.75,6000,70.08,,,,,,,,,,,
黑方矩管,40*120,40,120,5,6000,73.74,,,,,,,,,,,
黑方矩管,40*120,40,120,5.5,6000,81.03,,,,,,,,,,,
黑方矩管,40*120,40,120,5.75,6000,84.66,,,,,,,,,,,
黑方矩管,40*120,40,120,6,6000,88.29,,,,,,,,,,,
黑方矩管,40*120,40,120,6.5,6000,95.54,,,,,,,,,,,
黑方矩管,40*120,40,120,6.75,6000,99.15,,,,,,,,,,,
黑方矩管,40*120,40,120,7,6000,102.75,,,,,,,,,,,
黑方矩管,40*120,40,120,7.75,6000,113.54,,,,,,,,,,,
黑方矩管,40*120,40,120,8,6000,117.12,,,,,,,,,,,
黑方矩管,40*120,40,120,8.5,6000,124.27,,,,,,,,,,,
黑方矩管,40*120,40,120,8.75,6000,127.83,,,,,,,,,,,
黑方矩管,40*120,40,120,9,6000,131.39,,,,,,,,,,,
黑方矩管,40*120,40,120,9.5,6000,138.49,,,,,,,,,,,
黑方矩管,40*120,40,120,9.75,6000,142.04,,,,,,,,,,,
黑方矩管,40*120,40,120,10,6000,145.57,,,,,,,,,,,
黑方矩管,50*70,50,70,1,6000,10.92,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.1,6000,12.04,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.2,6000,13.16,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.3,6000,14.28,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.4,6000,15.4,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.5,6000,16.51,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.6,6000,17.63,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.7,6000,18.74,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.8,6000,19.86,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,1.9,6000,20.97,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,2,6000,22.08,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,2.2,6000,24.3,,,,,,,,,,,
黑方矩管,50*70,50,70,2.5,6000,27.63,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,2.75,6000,30.39,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,3,6000,33.15,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,3.5,6000,38.65,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,3.75,6000,41.39,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,4,6000,44.13,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,4.5,6000,49.58,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,4.75,6000,52.3,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*70,50,70,5,6000,55.01,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1,6000,13.66,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.1,6000,15.06,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.2,6000,16.47,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.3,6000,17.87,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.4,6000,19.27,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.5,6000,20.67,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.6,6000,22.07,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.7,6000,23.46,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.8,6000,24.86,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,1.9,6000,26.26,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,2,6000,27.65,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,2.5,6000,34.61,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,2.75,6000,38.08,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,3,6000,41.55,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,3.5,6000,48.46,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,3.75,6000,51.91,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,4,6000,55.35,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,4.5,6000,62.21,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,4.75,6000,65.64,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,5,6000,69.06,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,5.5,6000,75.87,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,5.75,6000,79.27,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,6,6000,82.67,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*150,50,150,1,6000,18.23,,,,,,,,,,,
黑方矩管,50*150,50,150,1.1,6000,20.1,,,,,,,,,,,
黑方矩管,50*150,50,150,1.2,6000,21.98,,,,,,,,,,,
黑方矩管,50*150,50,150,1.3,6000,23.85,,,,,,,,,,,
黑方矩管,50*150,50,150,1.4,6000,25.72,,,,,,,,,,,
黑方矩管,50*150,50,150,1.5,6000,27.59,,,,,,,,,,,
黑方矩管,50*150,50,150,1.6,6000,29.46,,,,,,,,,,,
黑方矩管,50*150,50,150,1.7,6000,31.33,,,,,,,,,,,
黑方矩管,50*150,50,150,1.8,6000,33.2,,,,,,,,,,,
黑方矩管,50*150,50,150,1.9,6000,35.06,,,,,,,,,,,
黑方矩管,50*150,50,150,2,6000,36.93,,,,,,,,,,,
黑方矩管,50*150,50,150,2.5,6000,46.24,,,,,,,,,,,
黑方矩管,50*150,50,150,2.75,6000,50.89,,,,,,,,,,,
黑方矩管,50*150,50,150,3,6000,55.54,,,,,,,,,,,
黑方矩管,50*150,50,150,3.5,6000,64.8,,,,,,,,,,,
黑方矩管,50*150,50,150,3.75,6000,69.43,,,,,,,,,,,
黑方矩管,50*150,50,150,4,6000,74.05,,,,,,,,,,,
黑方矩管,50*150,50,150,4.5,6000,83.27,,,,,,,,,,,
黑方矩管,50*150,50,150,4.75,6000,87.87,,,,,,,,,,,
黑方矩管,50*150,50,150,5,6000,92.46,,,,,,,,,,,
黑方矩管,50*150,50,150,5.5,6000,101.64,,,,,,,,,,,
黑方矩管,50*150,50,150,5.75,6000,106.22,,,,,,,,,,,
黑方矩管,50*150,50,150,6,6000,110.79,,,,,,,,,,,
黑方矩管,50*70,50,70,5.5,6000,60.42,,,,,,,,,,,
黑方矩管,50*70,50,70,5.75,6000,63.11,,,,,,,,,,,
黑方矩管,50*70,50,70,6,6000,65.8,,,,,,,,,,,
黑方矩管,50*100,50,100,6.5,6000,89.44,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,6.75,6000,92.82,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*100,50,100,7,6000,96.19,,Q235,GB/T6728-2017,,,,,,,,
黑方矩管,50*75,50,75,1,6000,11.38,,,,,,,,,,,
黑方矩管,50*75,50,75,1.1,6000,12.54,,,,,,,,,,,
黑方矩管,50*75,50,75,1.2,6000,13.71,,,,,,,,,,,
黑方矩管,50*75,50,75,1.3,6000,14.88,,,,,,,,,,,
黑方矩管,50*75,50,75,1.4,6000,16.04,,,,,,,,,,,
黑方矩管,50*75,50,75,1.5,6000,17.21,,,,,,,,,,,
黑方矩管,50*75,50,75,1.6,6000,18.37,,,,,,,,,,,
黑方矩管,50*75,50,75,1.7,6000,19.53,,,,,,,,,,,
黑方矩管,50*75,50,75,1.8,6000,20.69,,,,,,,,,,,
黑方矩管,50*75,50,75,1.9,6000,21.85,,,,,,,,,,,
黑方矩管,50*75,50,75,2,6000,23.01,,,,,,,,,,,
黑方矩管,50*75,50,75,2.5,6000,28.79,,,,,,,,,,,
黑方矩管,50*75,50,75,2.75,6000,31.68,,,,,,,,,,,
黑方矩管,50*75,50,75,3,6000,34.55,,,,,,,,,,,
黑方矩管,50*75,50,75,3.5,6000,40.29,,,,,,,,,,,
黑方矩管,50*75,50,75,3.75,6000,43.15,,,,,,,,,,,
黑方矩管,50*75,50,75,4,6000,46,,,,,,,,,,,
黑方矩管,50*75,50,75,4.5,6000,51.69,,,,,,,,,,,
黑方矩管,50*75,50,75,4.75,6000,54.52,,,,,,,,,,,
黑方矩管,50*75,50,75,5,6000,57.35,,,,,,,,,,,
黑方矩管,50*75,50,75,5.5,6000,62.99,,,,,,,,,,,
黑方矩管,50*75,50,75,5.75,6000,65.8,,,,,,,,,,,
黑方矩管,50*75,50,75,6,6000,68.61,,,,,,,,,,,
黑方矩管,50*75,50,75,6.5,6000,74.2,,,,,,,,,,,
黑方矩管,50*75,50,75,6.75,6000,76.99,,,,,,,,,,,
黑方矩管,50*75,50,75,7,6000,79.77,,,,,,,,,,,
黑方矩管,50*75,50,75,7.75,6000,88.09,,,,,,,,,,,
黑方矩管,50*75,50,75,8,6000,90.84,,,,,,,,,,,
黑方矩管,50*75,50,75,8.5,6000,96.34,,,,,,,,,,,
黑方矩管,50*75,50,75,8.75,6000,99.08,,,,,,,,,,,
黑方矩管,50*75,50,75,9,6000,101.82,,,,,,,,,,,
黑方矩管,50*75,50,75,9.5,6000,107.27,,,,,,,,,,,
黑方矩管,50*75,50,75,9.75,6000,109.99,,,,,,,,,,,
黑方矩管,50*75,50,75,10,6000,112.7,,,,,,,,,,,
黑方矩管,50*80,50,80,1,6000,11.83,,,,,,,,,,,
黑方矩管,50*80,50,80,1.1,6000,13.05,,,,,,,,,,,
黑方矩管,50*80,50,80,1.2,6000,14.26,,,,,,,,,,,
黑方矩管,50*80,50,80,1.3,6000,15.47,,,,,,,,,,,
黑方矩管,50*80,50,80,1.4,6000,16.69,,,,,,,,,,,
黑方矩管,50*80,50,80,1.5,6000,17.9,,,,,,,,,,,
黑方矩管,50*80,50,80,1.6,6000,19.11,,,,,,,,,,,
黑方矩管,50*80,50,80,1.7,6000,20.32,,,,,,,,,,,
黑方矩管,50*80,50,80,1.8,6000,21.53,,,,,,,,,,,
黑方矩管,50*80,50,80,1.9,6000,22.73,,,,,,,,,,,
黑方矩管,50*80,50,80,2,6000,23.94,,,,,,,,,,,
黑方矩管,50*80,50,80,2.5,6000,29.96,,,,,,,,,,,
黑方矩管,50*80,50,80,2.75,6000,32.96,,,,,,,,,,,
黑方矩管,50*80,50,80,3,6000,35.95,,,,,,,,,,,
黑方矩管,50*80,50,80,3.5,6000,41.92,,,,,,,,,,,
黑方矩管,50*80,50,80,3.75,6000,44.9,,,,,,,,,,,
黑方矩管,50*80,50,80,4,6000,47.87,,,,,,,,,,,
黑方矩管,50*80,50,80,4.5,6000,53.79,,,,,,,,,,,
热镀锌方管,20*20,20,20,1.5,6000,5.44,,,,,,,,,,,
热镀锌方管,20*20,20,20,1.6,6000,5.8,,,,,,,,,,,
热镀锌方管,20*20,20,20,1.7,6000,6.16,,,,,,,,,,,
热镀锌方管,20*20,20,20,1.8,6000,6.52,,,,,,,,,,,
热镀锌方管,20*20,20,20,1.9,6000,6.88,,,,,,,,,,,
热镀锌方管,20*20,20,20,2,6000,7.24,,,,,,,,,,,
热镀锌方管,20*20,20,20,2.5,6000,9.02,,,,,,,,,,,
热镀锌方管,25*25,25,25,1.5,6000,6.82,,,,,,,,,,,
热镀锌方管,25*25,25,25,1.6,6000,7.28,,,,,,,,,,,
热镀锌方管,25*25,25,25,1.7,6000,7.73,,,,,,,,,,,
热镀锌方管,25*25,25,25,1.8,6000,8.19,,,,,,,,,,,
热镀锌方管,25*25,25,25,1.9,6000,8.64,,,,,,,,,,,
热镀锌方管,25*25,25,25,2,6000,9.09,,,,,,,,,,,
热镀锌方管,25*25,25,25,2.5,6000,11.34,,,,,,,,,,,
热镀锌方管,25*25,25,25,2.75,6000,12.46,,,,,,,,,,,
热镀锌方管,25*25,25,25,3,6000,13.57,,,,,,,,,,,
热镀锌方管,30*30,30,30,1.5,6000,8.2,,,,,,,,,,,
热镀锌方管,30*30,30,30,1.6,6000,8.76,,,,,,,,,,,
热镀锌方管,30*30,30,30,1.7,6000,9.31,,,,,,,,,,,
热镀锌方管,30*30,30,30,1.8,6000,9.85,,,,,,,,,,,
热镀锌方管,30*30,30,30,1.9,6000,10.4,,,,,,,,,,,
热镀锌方管,30*30,30,30,2,6000,10.95,,,,,,,,,,,
热镀锌方管,30*30,30,30,2.5,6000,13.67,,,,,,,,,,,
热镀锌方管,30*30,30,30,2.75,6000,15.02,,,,,,,,,,,
热镀锌方管,30*30,30,30,3,6000,16.37,,,,,,,,,,,
热镀锌方管,30*30,30,30,3.5,6000,18.82,,,,,,,,,,,
热镀锌方管,30*30,30,30,3.75,6000,20.15,,,,,,,,,,,
热镀锌方管,30*30,30,30,4,6000,21.47,,,,,,,,,,,
热镀锌方管,40*40,40,40,1.5,6000,10.97,,,,,,,,,,,
热镀锌方管,40*40,40,40,1.6,6000,11.71,,,,,,,,,,,
热镀锌方管,40*40,40,40,1.7,6000,12.45,,,,,,,,,,,
热镀锌方管,40*40,40,40,1.8,6000,13.19,,,,,,,,,,,
热镀锌方管,40*40,40,40,1.9,6000,13.92,,,,,,,,,,,
热镀锌方管,40*40,40,40,2,6000,14.66,,,,,,,,,,,
热镀锌方管,40*40,40,40,2.5,6000,18.32,,,,,,,,,,,
热镀锌方管,40*40,40,40,2.75,6000,20.15,,,,,,,,,,,
热镀锌方管,40*40,40,40,3,6000,21.96,,,,,,,,,,,
热镀锌方管,40*40,40,40,3.5,6000,25.28,,,,,,,,,,,
热镀锌方管,40*40,40,40,3.75,6000,27.08,,,,,,,,,,,
热镀锌方管,40*40,40,40,4,6000,28.88,,,,,,,,,,,
热镀锌方管,40*40,40,40,4.5,6000,32.45,,,,,,,,,,,
热镀锌方管,40*40,40,40,4.75,6000,34.22,,,,,,,,,,,
热镀锌方管,40*40,40,40,5,6000,35.99,,,,,,,,,,,
热镀锌方管,50*50,50,50,1.5,6000,13.74,,,,,,,,,,,
热镀锌方管,50*50,50,50,1.6,6000,14.67,,,,,,,,,,,
热镀锌方管,50*50,50,50,1.7,6000,15.6,,,,,,,,,,,
热镀锌方管,50*50,50,50,1.8,6000,16.52,,,,,,,,,,,
热镀锌方管,50*50,50,50,1.9,6000,17.45,,,,,,,,,,,
热镀锌方管,50*50,50,50,2,6000,18.37,,,,,,,,,,,
热镀锌方管,50*50,50,50,2.5,6000,22.98,,,,,,,,,,,
热镀锌方管,50*50,50,50,2.75,6000,25.27,,,,,,,,,,,
热镀锌方管,50*50,50,50,3,6000,27.56,,,,,,,,,,,
热镀锌方管,50*50,50,50,3.5,6000,31.75,,,,,,,,,,,
热镀锌方管,50*50,50,50,3.75,6000,34.02,,,,,,,,,,,
热镀锌方管,50*50,50,50,4,6000,36.28,,,,,,,,,,,
热镀锌方管,50*50,50,50,4.5,6000,40.79,,,,,,,,,,,
热镀锌方管,50*50,50,50,4.75,6000,43.04,,,,,,,,,,,
热镀锌方管,50*50,50,50,5,6000,45.28,,,,,,,,,,,
热镀锌方管,60*60,60,60,1.5,6000,16.51,,,,,,,,,,,
热镀锌方管,60*60,60,60,1.6,6000,17.63,,,,,,,,,,,
热镀锌方管,60*60,60,60,1.7,6000,18.74,,,,,,,,,,,
热镀锌方管,60*60,60,60,1.8,6000,19.86,,,,,,,,,,,
热镀锌方管,60*60,60,60,1.9,6000,20.97,,,,,,,,,,,
热镀锌方管,60*60,60,60,2,6000,22.08,,,,,,,,,,,
热镀锌方管,60*60,60,60,2.5,6000,27.63,,,,,,,,,,,
热镀锌方管,60*60,60,60,2.75,6000,30.39,,,,,,,,,,,
热镀锌方管,60*60,60,60,3,6000,33.15,,,,,,,,,,,
热镀锌方管,60*60,60,60,3.5,6000,38.21,,,,,,,,,,,
热镀锌方管,60*60,60,60,3.75,6000,40.95,,,,,,,,,,,
热镀锌方管,60*60,60,60,4,6000,43.68,,,,,,,,,,,
热镀锌方管,60*60,60,60,4.5,6000,49.14,,,,,,,,,,,
热镀锌方管,60*60,60,60,4.75,6000,51.86,,,,,,,,,,,
热镀锌方管,60*60,60,60,5,6000,54.57,,,,,,,,,,,
热镀锌方管,70*70,70,70,2,6000,25.79,,,,,,,,,,,
热镀锌方管,70*70,70,70,2.5,6000,32.28,,,,,,,,,,,
热镀锌方管,70*70,70,70,2.75,6000,35.52,,,,,,,,,,,
热镀锌方管,70*70,70,70,3,6000,38.75,,,,,,,,,,,
热镀锌方管,70*70,70,70,3.5,6000,44.67,,,,,,,,,,,
热镀锌方管,70*70,70,70,3.75,6000,47.88,,,,,,,,,,,
热镀锌方管,70*70,70,70,4,6000,51.09,,,,,,,,,,,
热镀锌方管,70*70,70,70,4.5,6000,57.48,,,,,,,,,,,
热镀锌方管,70*70,70,70,4.75,6000,60.67,,,,,,,,,,,
热镀锌方管,70*70,70,70,5,6000,63.86,,,,,,,,,,,
热镀锌方管,80*80,80,80,1.5,6000,22.05,,,,,,,,,,,
热镀锌方管,80*80,80,80,1.6,6000,23.54,,,,,,,,,,,
热镀锌方管,80*80,80,80,1.7,6000,25.04,,,,,,,,,,,
热镀锌方管,80*80,80,80,1.8,6000,26.53,,,,,,,,,,,
热镀锌方管,80*80,80,80,1.9,6000,28.02,,,,,,,,,,,
热镀锌方管,80*80,80,80,2,6000,29.51,,,,,,,,,,,
热镀锌方管,80*80,80,80,2.5,6000,36.94,,,,,,,,,,,
热镀锌方管,80*80,80,80,2.75,6000,40.64,,,,,,,,,,,
热镀锌方管,80*80,80,80,3,6000,44.34,,,,,,,,,,,
热镀锌方管,80*80,80,80,3.5,6000,51.13,,,,,,,,,,,
热镀锌方管,80*80,80,80,3.75,6000,54.81,,,,,,,,,,,
热镀锌方管,80*80,80,80,4,6000,58.49,,,,,,,,,,,
热镀锌方管,80*80,80,80,4.5,6000,65.83,,,,,,,,,,,
热镀锌方管,80*80,80,80,4.75,6000,69.49,,,,,,,,,,,
热镀锌方管,80*80,80,80,5,6000,73.14,,,,,,,,,,,
热镀锌方管,80*80,80,80,5.5,6000,80.43,,,,,,,,,,,
热镀锌方管,80*80,80,80,5.75,6000,84.07,,,,,,,,,,,
热镀锌方管,80*80,80,80,6,6000,87.7,,,,,,,,,,,
热镀锌方管,80*80,80,80,6.5,6000,94.94,,,,,,,,,,,
热镀锌方管,80*80,80,80,6.75,6000,98.56,,,,,,,,,,,
热镀锌方管,80*80,80,80,7,6000,101.72,,,,,,,,,,,
热镀锌方管,80*80,80,80,7.5,6000,108.92,,,,,,,,,,,
热镀锌方管,80*80,80,80,7.75,6000,112.51,,,,,,,,,,,
热镀锌方管,80*80,80,80,8,6000,116.09,,,,,,,,,,,
热镀锌方管,90*90,90,90,1.5,6000,24.82,,,,,,,,,,,
热镀锌方管,90*90,90,90,1.6,6000,26.5,,,,,,,,,,,
热镀锌方管,90*90,90,90,1.7,6000,28.18,,,,,,,,,,,
热镀锌方管,90*90,90,90,1.8,6000,29.86,,,,,,,,,,,
热镀锌方管,90*90,90,90,1.9,6000,31.54,,,,,,,,,,,
热镀锌方管,90*90,90,90,2,6000,33.22,,,,,,,,,,,
热镀锌方管,90*90,90,90,2.5,6000,41.59,,,,,,,,,,,
热镀锌方管,90*90,90,90,2.75,6000,45.77,,,,,,,,,,,
热镀锌方管,90*90,90,90,3,6000,49.94,,,,,,,,,,,
热镀锌方管,90*90,90,90,3.5,6000,57.59,,,,,,,,,,,
热镀锌方管,90*90,90,90,3.75,6000,61.75,,,,,,,,,,,
热镀锌方管,90*90,90,90,4,6000,65.9,,,,,,,,,,,
热镀锌方管,90*90,90,90,4.5,6000,74.18,,,,,,,,,,,
热镀锌方管,90*90,90,90,4.75,6000,78.31,,,,,,,,,,,
热镀锌方管,90*90,90,90,5,6000,82.43,,,,,,,,,,,
热镀锌方管,90*90,90,90,5.5,6000,90.66,,,,,,,,,,,
热镀锌方管,90*90,90,90,5.75,6000,94.77,,,,,,,,,,,
热镀锌方管,90*90,90,90,6,6000,98.87,,,,,,,,,,,
热镀锌方管,90*90,90,90,6.5,6000,107.06,,,,,,,,,,,
热镀锌方管,90*90,90,90,6.75,6000,111.14,,,,,,,,,,,
热镀锌方管,90*90,90,90,7,6000,114.72,,,,,,,,,,,
热镀锌方管,90*90,90,90,7.5,6000,122.86,,,,,,,,,,,
热镀锌方管,90*90,90,90,7.75,6000,126.92,,,,,,,,,,,
热镀锌方管,90*90,90,90,8,6000,130.98,,,,,,,,,,,
热镀锌方管,100*100,100,100,2,6000,36.93,,,,,,,,,,,
热镀锌方管,100*100,100,100,2.5,6000,46.24,,,,,,,,,,,
热镀锌方管,100*100,100,100,2.75,6000,50.89,,,,,,,,,,,
热镀锌方管,100*100,100,100,3,6000,55.54,,,,,,,,,,,
热镀锌方管,100*100,100,100,3.5,6000,64.06,,,,,,,,,,,
热镀锌方管,100*100,100,100,3.75,6000,68.68,,,,,,,,,,,
热镀锌方管,100*100,100,100,4,6000,73.3,,,,,,,,,,,
热镀锌方管,100*100,100,100,4.5,6000,82.52,,,,,,,,,,,
热镀锌方管,100*100,100,100,4.75,6000,87.12,,,,,,,,,,,
热镀锌方管,100*100,100,100,5,6000,91.72,,,,,,,,,,,
热镀锌方管,100*100,100,100,5.5,6000,100.89,,,,,,,,,,,
热镀锌方管,100*100,100,100,5.75,6000,105.47,,,,,,,,,,,
热镀锌方管,100*100,100,100,6,6000,110.05,,,,,,,,,,,
热镀锌方管,100*100,100,100,6.5,6000,119.17,,,,,,,,,,,
热镀锌方管,100*100,100,100,6.75,6000,123.73,,,,,,,,,,,
热镀锌方管,100*100,100,100,7,6000,127.72,,,,,,,,,,,
热镀锌方管,100*100,100,100,7.5,6000,136.8,,,,,,,,,,,
热镀锌方管,100*100,100,100,7.75,6000,141.33,,,,,,,,,,,
热镀锌方管,100*100,100,100,8,6000,145.86,,,,,,,,,,,
热镀锌方管,120*120,120,120,2.5,6000,55.55,,,,,,,,,,,
热镀锌方管,120*120,120,120,2.75,6000,61.14,,,,,,,,,,,
热镀锌方管,120*120,120,120,3,6000,66.73,,,,,,,,,,,
热镀锌方管,120*120,120,120,3.5,6000,76.98,,,,,,,,,,,
热镀锌方管,120*120,120,120,3.75,6000,82.55,,,,,,,,,,,
热镀锌方管,120*120,120,120,4,6000,88.11,,,,,,,,,,,
热镀锌方管,120*120,120,120,4.5,6000,99.21,,,,,,,,,,,
热镀锌方管,120*120,120,120,4.75,6000,104.76,,,,,,,,,,,
热镀锌方管,120*120,120,120,5,6000,110.3,,,,,,,,,,,
热镀锌方管,120*120,120,120,5.5,6000,121.35,,,,,,,,,,,
热镀锌方管,120*120,120,120,5.75,6000,126.88,,,,,,,,,,,
热镀锌方管,120*120,120,120,6,6000,132.39,,,,,,,,,,,
热镀锌方管,120*120,120,120,6.5,6000,143.4,,,,,,,,,,,
热镀锌方管,120*120,120,120,6.75,6000,148.9,,,,,,,,,,,
热镀锌方管,120*120,120,120,7,6000,153.72,,,,,,,,,,,
热镀锌方管,120*120,120,120,7.5,6000,164.69,,,,,,,,,,,
热镀锌方管,120*120,120,120,7.75,6000,170.16,,,,,,,,,,,
热镀锌方管,120*120,120,120,8,6000,175.63,,,,,,,,,,,
热镀锌方管,140*140,140,140,3,6000,77.92,,,,,,,,,,,
热镀锌方管,140*140,140,140,3.5,6000,89.9,,,,,,,,,,,
热镀锌方管,140*140,140,140,3.75,6000,96.41,,,,,,,,,,,
热镀锌方管,140*140,140,140,4,6000,102.92,,,,,,,,,,,
热镀锌方管,140*140,140,140,4.5,6000,115.91,,,,,,,,,,,
热镀锌方管,140*140,140,140,4.75,6000,122.39,,,,,,,,,,,
热镀锌方管,140*140,140,140,5,6000,128.87,,,,,,,,,,,
热镀锌方管,140*140,140,140,5.5,6000,141.82,,,,,,,,,,,
热镀锌方管,140*140,140,140,5.75,6000,148.28,,,,,,,,,,,
热镀锌方管,140*140,140,140,6,6000,154.73,,,,,,,,,,,
热镀锌方管,140*140,140,140,6.5,6000,167.63,,,,,,,,,,,
热镀锌方管,140*140,140,140,6.75,6000,174.07,,,,,,,,,,,
热镀锌方管,140*140,140,140,7,6000,179.72,,,,,,,,,,,
热镀锌方管,140*140,140,140,7.5,6000,192.57,,,,,,,,,,,
热镀锌方管,140*140,140,140,7.75,6000,198.98,,,,,,,,,,,
热镀锌方管,140*140,140,140,8,6000,205.39,,,,,,,,,,,
热镀锌方管,150*150,150,150,2.5,6000,69.51,,,,,,,,,,,
热镀锌方管,150*150,150,150,2.75,6000,76.51,,,,,,,,,,,
热镀锌方管,150*150,150,150,3,6000,83.51,,,,,,,,,,,
热镀锌方管,150*150,150,150,3.5,6000,96.37,,,,,,,,,,,
热镀锌方管,150*150,150,150,3.75,6000,103.35,,,,,,,,,,,
热镀锌方管,150*150,150,150,4,6000,110.32,,,,,,,,,,,
热镀锌方管,150*150,150,150,4.5,6000,124.25,,,,,,,,,,,
热镀锌方管,150*150,150,150,4.75,6000,131.21,,,,,,,,,,,
热镀锌方管,150*150,150,150,5,6000,138.16,,,,,,,,,,,
热镀锌方管,150*150,150,150,5.5,6000,152.05,,,,,,,,,,,
热镀锌方管,150*150,150,150,5.75,6000,158.98,,,,,,,,,,,
热镀锌方管,150*150,150,150,6,6000,165.91,,,,,,,,,,,
热镀锌方管,150*150,150,150,6.5,6000,179.74,,,,,,,,,,,
热镀锌方管,150*150,150,150,6.75,6000,186.65,,,,,,,,,,,
热镀锌方管,150*150,150,150,7,6000,192.72,,,,,,,,,,,
热镀锌方管,150*150,150,150,7.5,6000,206.51,,,,,,,,,,,
热镀锌方管,150*150,150,150,7.75,6000,213.4,,,,,,,,,,,
热镀锌方管,150*150,150,150,8,6000,220.28,,,,,,,,,,,
